village,location,property_type,road_type,year,price_lakhs
chanapora,naik bagh east,residential,front side road,2023,45.2246949
chanapora,naik bagh east,residential,front side road,2024,48.390423543000004
chanapora,naik bagh east,residential,front side road,2025,51.777753191010014
chanapora,naik bagh east,residential,front side road,2026,55.40219591438071
chanapora,naik bagh east,residential,front side road,2027,59.28034962838737
chanapora,naik bagh east,residential,front side road,2028,63.42997410237449
chanapora,naik bagh east,residential,front side road,2029,67.8700722895407
chanapora,naik bagh east,residential,front side road,2030,72.62097734980857
chanapora,naik bagh east,residential,front side road,2031,77.70444576429517
chanapora,naik bagh east,commercial,front side road,2021,51.68
chanapora,naik bagh east,commercial,front side road,2022,55.8144
chanapora,naik bagh east,commercial,front side road,2023,60.279551999999995
chanapora,naik bagh east,commercial,front side road,2024,65.10191616
chanapora,naik bagh east,commercial,front side road,2025,70.31006945280001
chanapora,naik bagh east,commercial,front side road,2026,75.93487500902403
chanapora,naik bagh east,commercial,front side road,2027,82.00966500974594
chanapora,naik bagh east,commercial,front side road,2028,88.57043821052564
chanapora,naik bagh east,commercial,front side road,2029,95.65607326736769
chanapora,naik bagh east,commercial,front side road,2030,103.3085591287571
chanapora,naik bagh east,commercial,front side road,2031,111.57324385905768
chanapora,chan cheek mohalla,residential,front side road,2021,51.480000000000004
chanapora,chan cheek mohalla,residential,front side road,2022,55.08360000000001
chanapora,chan cheek mohalla,residential,front side road,2023,58.939452
chanapora,chan cheek mohalla,residential,front side road,2024,63.06521364000002
chanapora,chan cheek mohalla,residential,front side road,2025,67.47977859480002
chanapora,chan cheek mohalla,residential,front side road,2026,72.20336309643602
chanapora,chan cheek mohalla,residential,front side road,2027,77.25759851318655
chanapora,chan cheek mohalla,residential,front side road,2028,82.66563040910961
chanapora,chan cheek mohalla,residential,front side road,2029,88.4522245377473
chanapora,chan cheek mohalla,residential,front side road,2030,94.64388025538962
chanapora,chan cheek mohalla,residential,front side road,2031,101.26895187326689
chanapora,chan cheek mohalla,commercial,front side road,2021,54.4
chanapora,chan cheek mohalla,commercial,front side road,2022,58.752
chanapora,chan cheek mohalla,commercial,front side road,2023,63.452160000000006
chanapora,chan cheek mohalla,commercial,front side road,2024,68.5283328
chanapora,chan cheek mohalla,commercial,front side road,2025,74.01059942400002
chanapora,chan cheek mohalla,commercial,front side road,2026,79.93144737792002
chanapora,chan cheek mohalla,commercial,front side road,2027,86.32596316815362
chanapora,chan cheek mohalla,commercial,front side road,2028,93.23204022160593
chanapora,chan cheek mohalla,commercial,front side road,2029,100.69060343933441
chanapora,chan cheek mohalla,commercial,front side road,2030,108.74585171448116
chanapora,chan cheek mohalla,commercial,front side road,2031,117.44551985163967
chanapora,jeejan abad,residential,front side road,2021,51.480000000000004
chanapora,jeejan abad,residential,front side road,2022,55.08360000000001
chanapora,jeejan abad,residential,front side road,2023,58.939452
chanapora,jeejan abad,residential,front side road,2024,63.06521364000002
chanapora,jeejan abad,residential,front side road,2025,67.47977859480002
chanapora,jeejan abad,residential,front side road,2026,72.20336309643602
chanapora,jeejan abad,residential,front side road,2027,77.25759851318655
chanapora,jeejan abad,residential,front side road,2028,82.66563040910961
chanapora,jeejan abad,residential,front side road,2029,88.4522245377473
chanapora,jeejan abad,residential,front side road,2030,94.64388025538962
chanapora,jeejan abad,residential,front side road,2031,101.26895187326689
chanapora,jeejan abad,commercial,front side road,2021,62.13499999999999
chanapora,jeejan abad,commercial,front side road,2022,67.10579999999999
chanapora,jeejan abad,commercial,front side road,2023,72.474264
chanapora,jeejan abad,commercial,front side road,2024,78.27220512
chanapora,jeejan abad,commercial,front side road,2025,84.53398152960001
chanapora,jeejan abad,commercial,front side road,2026,91.29670005196803
chanapora,jeejan abad,commercial,front side road,2027,98.60043605612547
chanapora,jeejan abad,commercial,front side road,2028,106.48847094061553
chanapora,jeejan abad,commercial,front side road,2029,115.00754861586476
chanapora,jeejan abad,commercial,front side road,2030,124.20815250513394
chanapora,jeejan abad,commercial,front side road,2031,134.1448047055447
chanapora,noorani colony,residential,front side road,2021,48.906000000000006
chanapora,noorani colony,residential,front side road,2022,52.329420000000006
chanapora,noorani colony,residential,front side road,2023,55.9924794
chanapora,noorani colony,residential,front side road,2024,59.911952958000015
chanapora,noorani colony,residential,front side road,2025,64.10578966506002
chanapora,noorani colony,residential,front side road,2026,68.59319494161421
chanapora,noorani colony,residential,front side road,2027,73.39471858752722
chanapora,noorani colony,residential,front side road,2028,78.53234888865413
chanapora,noorani colony,residential,front side road,2029,84.02961331085993
chanapora,noorani colony,residential,front side road,2030,89.91168624262014
chanapora,noorani colony,residential,front side road,2031,96.20550427960353
chanapora,noorani colony,commercial,front side road,2021,59.02824999999999
chanapora,noorani colony,commercial,front side road,2022,63.75050999999999
chanapora,noorani colony,commercial,front side road,2023,68.8505508
chanapora,noorani colony,commercial,front side road,2024,74.358594864
chanapora,noorani colony,commercial,front side road,2025,80.30728245312001
chanapora,noorani colony,commercial,front side road,2026,86.73186504936962
chanapora,noorani colony,commercial,front side road,2027,93.6704142533192
chanapora,noorani colony,commercial,front side road,2028,101.16404739358474
chanapora,noorani colony,commercial,front side road,2029,109.25717118507153
chanapora,noorani colony,commercial,front side road,2030,117.99774487987725
chanapora,noorani colony,commercial,front side road,2031,127.43756447026745
chanapora,shamas abad,residential,front side road,2021,51.480000000000004
chanapora,shamas abad,residential,front side road,2022,55.08360000000001
chanapora,shamas abad,residential,front side road,2023,58.939452
chanapora,shamas abad,residential,front side road,2024,63.06521364000002
chanapora,shamas abad,residential,front side road,2025,67.47977859480002
chanapora,shamas abad,residential,front side road,2026,72.20336309643602
chanapora,shamas abad,residential,front side road,2027,77.25759851318655
chanapora,shamas abad,residential,front side road,2028,82.66563040910961
chanapora,shamas abad,residential,front side road,2029,88.4522245377473
chanapora,shamas abad,residential,front side road,2030,94.64388025538962
chanapora,shamas abad,residential,front side road,2031,101.26895187326689
chanapora,shamas abad,commercial,front side road,2021,62.13499999999999
chanapora,shamas abad,commercial,front side road,2022,67.10579999999999
chanapora,shamas abad,commercial,front side road,2023,72.474264
chanapora,shamas abad,commercial,front side road,2024,78.27220512
chanapora,shamas abad,commercial,front side road,2025,84.53398152960001
chanapora,shamas abad,commercial,front side road,2026,91.29670005196803
chanapora,shamas abad,commercial,front side road,2027,98.60043605612547
chanapora,shamas abad,commercial,front side road,2028,106.48847094061553
chanapora,shamas abad,commercial,front side road,2029,115.00754861586476
chanapora,shamas abad,commercial,front side road,2030,124.20815250513394
chanapora,shamas abad,commercial,front side road,2031,134.1448047055447
chanapora,al atal colony,residential,front side road,2021,48.906000000000006
chanapora,al atal colony,residential,front side road,2022,52.329420000000006
chanapora,al atal colony,residential,front side road,2023,55.9924794
chanapora,al atal colony,residential,front side road,2024,59.911952958000015
chanapora,al atal colony,residential,front side road,2025,64.10578966506002
chanapora,al atal colony,residential,front side road,2026,68.59319494161421
chanapora,al atal colony,residential,front side road,2027,73.39471858752722
chanapora,al atal colony,residential,front side road,2028,78.53234888865413
chanapora,al atal colony,residential,front side road,2029,84.02961331085993
chanapora,al atal colony,residential,front side road,2030,89.91168624262014
chanapora,al atal colony,residential,front side road,2031,96.20550427960353
chanapora,al atal colony,commercial,front side road,2021,59.02824999999999
chanapora,al atal colony,commercial,front side road,2022,63.75050999999999
chanapora,al atal colony,commercial,front side road,2023,68.8505508
chanapora,al atal colony,commercial,front side road,2024,74.358594864
chanapora,al atal colony,commercial,front side road,2025,80.30728245312001
chanapora,al atal colony,commercial,front side road,2026,86.73186504936962
chanapora,al atal colony,commercial,front side road,2027,93.6704142533192
chanapora,al atal colony,commercial,front side road,2028,101.16404739358474
chanapora,al atal colony,commercial,front side road,2029,109.25717118507153
chanapora,al atal colony,commercial,front side road,2030,117.99774487987725
chanapora,al atal colony,commercial,front side road,2031,127.43756447026745
chanapora,toiba colony,residential,front side road,2021,49.761
chanapora,toiba colony,residential,front side road,2022,53.24427000000001
chanapora,toiba colony,residential,front side road,2023,56.97136890000001
chanapora,toiba colony,residential,front side road,2024,60.959364723000014
chanapora,toiba colony,residential,front side road,2025,65.22652025361
chanapora,toiba colony,residential,front side road,2026,69.79237667136272
chanapora,toiba colony,residential,front side road,2027,74.67784303835812
chanapora,toiba colony,residential,front side road,2028,79.90529205104319
chanapora,toiba colony,residential,front side road,2029,85.49866249461621
chanapora,toiba colony,residential,front side road,2030,91.48356886923936
chanapora,toiba colony,residential,front side road,2031,97.88741869008611
chanapora,toiba colony,commercial,front side road,2021,70.5755
chanapora,toiba colony,commercial,front side road,2022,76.22154
chanapora,toiba colony,commercial,front side road,2023,82.3192632
chanapora,toiba colony,commercial,front side road,2024,88.904804256
chanapora,toiba colony,commercial,front side road,2025,96.01718859648003
chanapora,toiba colony,commercial,front side road,2026,103.69856368419843
chanapora,toiba colony,commercial,front side road,2027,111.9944487789343
chanapora,toiba colony,commercial,front side road,2028,120.95400468124906
chanapora,toiba colony,commercial,front side road,2029,130.630325055749
chanapora,toiba colony,commercial,front side road,2030,141.0807510602089
chanapora,toiba colony,commercial,front side road,2031,152.36721114502566
chanapora,stadium colony,residential,front side road,2021,48.478500000000004
chanapora,stadium colony,residential,front side road,2022,51.871995000000005
chanapora,stadium colony,residential,front side road,2023,55.50303465
chanapora,stadium colony,residential,front side road,2024,59.38824707550001
chanapora,stadium colony,residential,front side road,2025,63.545424370785
chanapora,stadium colony,residential,front side road,2026,67.99360407673997
chanapora,stadium colony,residential,front side road,2027,72.75315636211177
chanapora,stadium colony,residential,front side road,2028,77.8458773074596
chanapora,stadium colony,residential,front side road,2029,83.29508871898177
chanapora,stadium colony,residential,front side road,2030,89.1257449293105
chanapora,stadium colony,residential,front side road,2031,95.36454707436225
chanapora,stadium colony,commercial,front side road,2021,59.02824999999999
chanapora,stadium colony,commercial,front side road,2022,63.75050999999999
chanapora,stadium colony,commercial,front side road,2023,68.8505508
chanapora,stadium colony,commercial,front side road,2024,74.358594864
chanapora,stadium colony,commercial,front side road,2025,80.30728245312001
chanapora,stadium colony,commercial,front side road,2026,86.73186504936962
chanapora,stadium colony,commercial,front side road,2027,93.6704142533192
chanapora,stadium colony,commercial,front side road,2028,101.16404739358474
chanapora,stadium colony,commercial,front side road,2029,109.25717118507153
chanapora,stadium colony,commercial,front side road,2030,117.99774487987725
chanapora,stadium colony,commercial,front side road,2031,127.43756447026745
chanapora,iram lane,residential,front side road,2021,51.03
chanapora,iram lane,residential,front side road,2022,54.60210000000001
chanapora,iram lane,residential,front side road,2023,58.424247
chanapora,iram lane,residential,front side road,2024,62.51394429000002
chanapora,iram lane,residential,front side road,2025,66.8899203903
chanapora,iram lane,residential,front side road,2026,71.57221481762102
chanapora,iram lane,residential,front side road,2027,76.5822698548545
chanapora,iram lane,residential,front side road,2028,81.94302874469432
chanapora,iram lane,residential,front side road,2029,87.67904075682293
chanapora,iram lane,residential,front side road,2030,93.81657360980054
chanapora,iram lane,residential,front side road,2031,100.38373376248659
chanapora,iram lane,commercial,front side road,2021,62.13499999999999
chanapora,iram lane,commercial,front side road,2022,67.10579999999999
chanapora,iram lane,commercial,front side road,2023,72.474264
chanapora,iram lane,commercial,front side road,2024,78.27220512
chanapora,iram lane,commercial,front side road,2025,84.53398152960001
chanapora,iram lane,commercial,front side road,2026,91.29670005196803
chanapora,iram lane,commercial,front side road,2027,98.60043605612547
chanapora,iram lane,commercial,front side road,2028,106.48847094061553
chanapora,iram lane,commercial,front side road,2029,115.00754861586476
chanapora,iram lane,commercial,front side road,2030,124.20815250513394
chanapora,iram lane,commercial,front side road,2031,134.1448047055447
chanapora,iqbal colony,residential,front side road,2021,48.478500000000004
chanapora,iqbal colony,residential,front side road,2022,51.871995000000005
chanapora,iqbal colony,residential,front side road,2023,55.50303465
chanapora,iqbal colony,residential,front side road,2024,59.38824707550001
chanapora,iqbal colony,residential,front side road,2025,63.545424370785
chanapora,iqbal colony,residential,front side road,2026,67.99360407673997
chanapora,iqbal colony,residential,front side road,2027,72.75315636211177
chanapora,iqbal colony,residential,front side road,2028,77.8458773074596
chanapora,iqbal colony,residential,front side road,2029,83.29508871898177
chanapora,iqbal colony,residential,front side road,2030,89.1257449293105
chanapora,iqbal colony,residential,front side road,2031,95.36454707436225
chanapora,iqbal colony,commercial,front side road,2021,59.02824999999999
chanapora,iqbal colony,commercial,front side road,2022,63.75050999999999
chanapora,iqbal colony,commercial,front side road,2023,68.8505508
chanapora,iqbal colony,commercial,front side road,2024,74.358594864
chanapora,iqbal colony,commercial,front side road,2025,80.30728245312001
chanapora,iqbal colony,commercial,front side road,2026,86.73186504936962
chanapora,iqbal colony,commercial,front side road,2027,93.6704142533192
chanapora,iqbal colony,commercial,front side road,2028,101.16404739358474
chanapora,iqbal colony,commercial,front side road,2029,109.25717118507153
chanapora,iqbal colony,commercial,front side road,2030,117.99774487987725
chanapora,iqbal colony,commercial,front side road,2031,127.43756447026745
chanapora,momin colony,residential,front side road,2021,48.478500000000004
chanapora,momin colony,residential,front side road,2022,51.871995000000005
chanapora,momin colony,residential,front side road,2023,55.50303465
chanapora,momin colony,residential,front side road,2024,59.38824707550001
chanapora,momin colony,residential,front side road,2025,63.545424370785
chanapora,momin colony,residential,front side road,2026,67.99360407673997
chanapora,momin colony,residential,front side road,2027,72.75315636211177
chanapora,momin colony,residential,front side road,2028,77.8458773074596
chanapora,momin colony,residential,front side road,2029,83.29508871898177
chanapora,momin colony,residential,front side road,2030,89.1257449293105
chanapora,momin colony,residential,front side road,2031,95.36454707436225
chanapora,momin colony,commercial,front side road,2021,59.02824999999999
chanapora,momin colony,commercial,front side road,2022,63.75050999999999
chanapora,momin colony,commercial,front side road,2023,68.8505508
chanapora,momin colony,commercial,front side road,2024,74.358594864
chanapora,momin colony,commercial,front side road,2025,80.30728245312001
chanapora,momin colony,commercial,front side road,2026,86.73186504936962
chanapora,momin colony,commercial,front side road,2027,93.6704142533192
chanapora,momin colony,commercial,front side road,2028,101.16404739358474
chanapora,momin colony,commercial,front side road,2029,109.25717118507153
chanapora,momin colony,commercial,front side road,2030,117.99774487987725
chanapora,momin colony,commercial,front side road,2031,127.43756447026745
chanapora,abu baker colony,residential,front side road,2021,48.478500000000004
chanapora,abu baker colony,residential,front side road,2022,51.871995000000005
chanapora,abu baker colony,residential,front side road,2023,55.50303465
chanapora,abu baker colony,residential,front side road,2024,59.38824707550001
chanapora,abu baker colony,residential,front side road,2025,63.545424370785
chanapora,abu baker colony,residential,front side road,2026,67.99360407673997
chanapora,abu baker colony,residential,front side road,2027,72.75315636211177
chanapora,abu baker colony,residential,front side road,2028,77.8458773074596
chanapora,abu baker colony,residential,front side road,2029,83.29508871898177
chanapora,abu baker colony,residential,front side road,2030,89.1257449293105
chanapora,abu baker colony,residential,front side road,2031,95.36454707436225
chanapora,abu baker colony,commercial,front side road,2021,59.02824999999999
chanapora,abu baker colony,commercial,front side road,2022,63.75050999999999
chanapora,abu baker colony,commercial,front side road,2023,68.8505508
chanapora,abu baker colony,commercial,front side road,2024,74.358594864
chanapora,abu baker colony,commercial,front side road,2025,80.30728245312001
chanapora,abu baker colony,commercial,front side road,2026,86.73186504936962
chanapora,abu baker colony,commercial,front side road,2027,93.6704142533192
chanapora,abu baker colony,commercial,front side road,2028,101.16404739358474
chanapora,abu baker colony,commercial,front side road,2029,109.25717118507153
chanapora,abu baker colony,commercial,front side road,2030,117.99774487987725
chanapora,abu baker colony,commercial,front side road,2031,127.43756447026745
chanapora,ahmzadabad colony,residential,front side road,2021,48.478500000000004
chanapora,ahmzadabad colony,residential,front side road,2022,51.871995000000005
chanapora,ahmzadabad colony,residential,front side road,2023,55.50303465
chanapora,ahmzadabad colony,residential,front side road,2024,59.38824707550001
chanapora,ahmzadabad colony,residential,front side road,2025,63.545424370785
chanapora,ahmzadabad colony,residential,front side road,2026,67.99360407673997
chanapora,ahmzadabad colony,residential,front side road,2027,72.75315636211177
chanapora,ahmzadabad colony,residential,front side road,2028,77.8458773074596
chanapora,ahmzadabad colony,residential,front side road,2029,83.29508871898177
chanapora,ahmzadabad colony,residential,front side road,2030,89.1257449293105
chanapora,ahmzadabad colony,residential,front side road,2031,95.36454707436225
chanapora,ahmzadabad colony,commercial,front side road,2021,59.02824999999999
chanapora,ahmzadabad colony,commercial,front side road,2022,63.75050999999999
chanapora,ahmzadabad colony,commercial,front side road,2023,68.8505508
chanapora,ahmzadabad colony,commercial,front side road,2024,74.358594864
chanapora,ahmzadabad colony,commercial,front side road,2025,80.30728245312001
chanapora,ahmzadabad colony,commercial,front side road,2026,86.73186504936962
chanapora,ahmzadabad colony,commercial,front side road,2027,93.6704142533192
chanapora,ahmzadabad colony,commercial,front side road,2028,101.16404739358474
chanapora,ahmzadabad colony,commercial,front side road,2029,109.25717118507153
chanapora,ahmzadabad colony,commercial,front side road,2030,117.99774487987725
chanapora,ahmzadabad colony,commercial,front side road,2031,127.43756447026745
chanapora,bonpora,residential,front side road,2021,51.03
chanapora,bonpora,residential,front side road,2022,54.60210000000001
chanapora,bonpora,residential,front side road,2023,58.424247
chanapora,bonpora,residential,front side road,2024,62.51394429000002
chanapora,bonpora,residential,front side road,2025,66.8899203903
chanapora,bonpora,residential,front side road,2026,71.57221481762102
chanapora,bonpora,residential,front side road,2027,76.5822698548545
chanapora,bonpora,residential,front side road,2028,81.94302874469432
chanapora,bonpora,residential,front side road,2029,87.67904075682293
chanapora,bonpora,residential,front side road,2030,93.81657360980054
chanapora,bonpora,residential,front side road,2031,100.38373376248659
chanapora,bonpora,commercial,front side road,2021,62.13499999999999
chanapora,bonpora,commercial,front side road,2022,67.10579999999999
chanapora,bonpora,commercial,front side road,2023,72.474264
chanapora,bonpora,commercial,front side road,2024,78.27220512
chanapora,bonpora,commercial,front side road,2025,84.53398152960001
chanapora,bonpora,commercial,front side road,2026,91.29670005196803
chanapora,bonpora,commercial,front side road,2027,98.60043605612547
chanapora,bonpora,commercial,front side road,2028,106.48847094061553
chanapora,bonpora,commercial,front side road,2029,115.00754861586476
chanapora,bonpora,commercial,front side road,2030,124.20815250513394
chanapora,bonpora,commercial,front side road,2031,134.1448047055447
chanapora,yamrezal colony,residential,front side road,2021,48.478500000000004
chanapora,yamrezal colony,residential,front side road,2022,51.871995000000005
chanapora,yamrezal colony,residential,front side road,2023,55.50303465
chanapora,yamrezal colony,residential,front side road,2024,59.38824707550001
chanapora,yamrezal colony,residential,front side road,2025,63.545424370785
chanapora,yamrezal colony,residential,front side road,2026,67.99360407673997
chanapora,yamrezal colony,residential,front side road,2027,72.75315636211177
chanapora,yamrezal colony,residential,front side road,2028,77.8458773074596
chanapora,yamrezal colony,residential,front side road,2029,83.29508871898177
chanapora,yamrezal colony,residential,front side road,2030,89.1257449293105
chanapora,yamrezal colony,residential,front side road,2031,95.36454707436225
chanapora,yamrezal colony,commercial,front side road,2021,59.02824999999999
chanapora,yamrezal colony,commercial,front side road,2022,63.75050999999999
chanapora,yamrezal colony,commercial,front side road,2023,68.8505508
chanapora,yamrezal colony,commercial,front side road,2024,74.358594864
chanapora,yamrezal colony,commercial,front side road,2025,80.30728245312001
chanapora,yamrezal colony,commercial,front side road,2026,86.73186504936962
chanapora,yamrezal colony,commercial,front side road,2027,93.6704142533192
chanapora,yamrezal colony,commercial,front side road,2028,101.16404739358474
chanapora,yamrezal colony,commercial,front side road,2029,109.25717118507153
chanapora,yamrezal colony,commercial,front side road,2030,117.99774487987725
chanapora,yamrezal colony,commercial,front side road,2031,127.43756447026745
chanapora,railway colony,residential,front side road,2021,48.478500000000004
chanapora,railway colony,residential,front side road,2022,51.871995000000005
chanapora,railway colony,residential,front side road,2023,55.50303465
chanapora,railway colony,residential,front side road,2024,59.38824707550001
chanapora,railway colony,residential,front side road,2025,63.545424370785
chanapora,railway colony,residential,front side road,2026,67.99360407673997
chanapora,railway colony,residential,front side road,2027,72.75315636211177
chanapora,railway colony,residential,front side road,2028,77.8458773074596
chanapora,railway colony,residential,front side road,2029,83.29508871898177
chanapora,railway colony,residential,front side road,2030,89.1257449293105
chanapora,railway colony,residential,front side road,2031,95.36454707436225
chanapora,railway colony,commercial,front side road,2021,59.02824999999999
chanapora,railway colony,commercial,front side road,2022,63.75050999999999
chanapora,railway colony,commercial,front side road,2023,68.8505508
chanapora,railway colony,commercial,front side road,2024,74.358594864
chanapora,railway colony,commercial,front side road,2025,80.30728245312001
chanapora,railway colony,commercial,front side road,2026,86.73186504936962
chanapora,railway colony,commercial,front side road,2027,93.6704142533192
chanapora,railway colony,commercial,front side road,2028,101.16404739358474
chanapora,railway colony,commercial,front side road,2029,109.25717118507153
chanapora,railway colony,commercial,front side road,2030,117.99774487987725
chanapora,railway colony,commercial,front side road,2031,127.43756447026745
chanapora,khwaja colony,residential,front side road,2021,48.478500000000004
chanapora,khwaja colony,residential,front side road,2022,51.871995000000005
chanapora,khwaja colony,residential,front side road,2023,55.50303465
chanapora,khwaja colony,residential,front side road,2024,59.38824707550001
chanapora,khwaja colony,residential,front side road,2025,63.545424370785
chanapora,khwaja colony,residential,front side road,2026,67.99360407673997
chanapora,khwaja colony,residential,front side road,2027,72.75315636211177
chanapora,khwaja colony,residential,front side road,2028,77.8458773074596
chanapora,khwaja colony,residential,front side road,2029,83.29508871898177
chanapora,khwaja colony,residential,front side road,2030,89.1257449293105
chanapora,khwaja colony,residential,front side road,2031,95.36454707436225
chanapora,khwaja colony,commercial,front side road,2021,59.02824999999999
chanapora,khwaja colony,commercial,front side road,2022,63.75050999999999
chanapora,khwaja colony,commercial,front side road,2023,68.8505508
chanapora,khwaja colony,commercial,front side road,2024,74.358594864
chanapora,khwaja colony,commercial,front side road,2025,80.30728245312001
chanapora,khwaja colony,commercial,front side road,2026,86.73186504936962
chanapora,khwaja colony,commercial,front side road,2027,93.6704142533192
chanapora,khwaja colony,commercial,front side road,2028,101.16404739358474
chanapora,khwaja colony,commercial,front side road,2029,109.25717118507153
chanapora,khwaja colony,commercial,front side road,2030,117.99774487987725
chanapora,khwaja colony,commercial,front side road,2031,127.43756447026745
chanapora,candid colony,residential,front side road,2021,48.478500000000004
chanapora,candid colony,residential,front side road,2022,51.871995000000005
chanapora,candid colony,residential,front side road,2023,55.50303465
chanapora,candid colony,residential,front side road,2024,59.38824707550001
chanapora,candid colony,residential,front side road,2025,63.545424370785
chanapora,candid colony,residential,front side road,2026,67.99360407673997
chanapora,candid colony,residential,front side road,2027,72.75315636211177
chanapora,candid colony,residential,front side road,2028,77.8458773074596
chanapora,candid colony,residential,front side road,2029,83.29508871898177
chanapora,candid colony,residential,front side road,2030,89.1257449293105
chanapora,candid colony,residential,front side road,2031,95.36454707436225
chanapora,candid colony,commercial,front side road,2021,59.02824999999999
chanapora,candid colony,commercial,front side road,2022,63.75050999999999
chanapora,candid colony,commercial,front side road,2023,68.8505508
chanapora,candid colony,commercial,front side road,2024,74.358594864
chanapora,candid colony,commercial,front side road,2025,80.30728245312001
chanapora,candid colony,commercial,front side road,2026,86.73186504936962
chanapora,candid colony,commercial,front side road,2027,93.6704142533192
chanapora,candid colony,commercial,front side road,2028,101.16404739358474
chanapora,candid colony,commercial,front side road,2029,109.25717118507153
chanapora,candid colony,commercial,front side road,2030,117.99774487987725
chanapora,candid colony,commercial,front side road,2031,127.43756447026745
chanapora,sheikh ul alam colony,residential,front side road,2021,48.478500000000004
chanapora,sheikh ul alam colony,residential,front side road,2022,51.871995000000005
chanapora,sheikh ul alam colony,residential,front side road,2023,55.50303465
chanapora,sheikh ul alam colony,residential,front side road,2024,59.38824707550001
chanapora,sheikh ul alam colony,residential,front side road,2025,63.545424370785
chanapora,sheikh ul alam colony,residential,front side road,2026,67.99360407673997
chanapora,sheikh ul alam colony,residential,front side road,2027,72.75315636211177
chanapora,sheikh ul alam colony,residential,front side road,2028,77.8458773074596
chanapora,sheikh ul alam colony,residential,front side road,2029,83.29508871898177
chanapora,sheikh ul alam colony,residential,front side road,2030,89.1257449293105
chanapora,sheikh ul alam colony,residential,front side road,2031,95.36454707436225
chanapora,sheikh ul alam colony,commercial,front side road,2021,59.02824999999999
chanapora,sheikh ul alam colony,commercial,front side road,2022,63.75050999999999
chanapora,sheikh ul alam colony,commercial,front side road,2023,68.8505508
chanapora,sheikh ul alam colony,commercial,front side road,2024,74.358594864
chanapora,sheikh ul alam colony,commercial,front side road,2025,80.30728245312001
chanapora,sheikh ul alam colony,commercial,front side road,2026,86.73186504936962
chanapora,sheikh ul alam colony,commercial,front side road,2027,93.6704142533192
chanapora,sheikh ul alam colony,commercial,front side road,2028,101.16404739358474
chanapora,sheikh ul alam colony,commercial,front side road,2029,109.25717118507153
chanapora,sheikh ul alam colony,commercial,front side road,2030,117.99774487987725
chanapora,sheikh ul alam colony,commercial,front side road,2031,127.43756447026745
chanapora,khandey colony,residential,front side road,2021,48.478500000000004
chanapora,khandey colony,residential,front side road,2022,51.871995000000005
chanapora,khandey colony,residential,front side road,2023,55.50303465
chanapora,khandey colony,residential,front side road,2024,59.38824707550001
chanapora,khandey colony,residential,front side road,2025,63.545424370785
chanapora,khandey colony,residential,front side road,2026,67.99360407673997
chanapora,khandey colony,residential,front side road,2027,72.75315636211177
chanapora,khandey colony,residential,front side road,2028,77.8458773074596
chanapora,khandey colony,residential,front side road,2029,83.29508871898177
chanapora,khandey colony,residential,front side road,2030,89.1257449293105
chanapora,khandey colony,residential,front side road,2031,95.36454707436225
chanapora,khandey colony,commercial,front side road,2021,59.02824999999999
chanapora,khandey colony,commercial,front side road,2022,63.75050999999999
chanapora,khandey colony,commercial,front side road,2023,68.8505508
chanapora,khandey colony,commercial,front side road,2024,74.358594864
chanapora,khandey colony,commercial,front side road,2025,80.30728245312001
chanapora,khandey colony,commercial,front side road,2026,86.73186504936962
chanapora,khandey colony,commercial,front side road,2027,93.6704142533192
chanapora,khandey colony,commercial,front side road,2028,101.16404739358474
chanapora,khandey colony,commercial,front side road,2029,109.25717118507153
chanapora,khandey colony,commercial,front side road,2030,117.99774487987725
chanapora,khandey colony,commercial,front side road,2031,127.43756447026745
chanapora,numbal,residential,front side road,2021,51.03
chanapora,numbal,residential,front side road,2022,54.60210000000001
chanapora,numbal,residential,front side road,2023,58.424247
chanapora,numbal,residential,front side road,2024,62.51394429000002
chanapora,numbal,residential,front side road,2025,66.8899203903
chanapora,numbal,residential,front side road,2026,71.57221481762102
chanapora,numbal,residential,front side road,2027,76.5822698548545
chanapora,numbal,residential,front side road,2028,81.94302874469432
chanapora,numbal,residential,front side road,2029,87.67904075682293
chanapora,numbal,residential,front side road,2030,93.81657360980054
chanapora,numbal,residential,front side road,2031,100.38373376248659
chanapora,numbal,commercial,front side road,2021,62.13499999999999
chanapora,numbal,commercial,front side road,2022,67.10579999999999
chanapora,numbal,commercial,front side road,2023,72.474264
chanapora,numbal,commercial,front side road,2024,78.27220512
chanapora,numbal,commercial,front side road,2025,84.53398152960001
chanapora,numbal,commercial,front side road,2026,91.29670005196803
chanapora,numbal,commercial,front side road,2027,98.60043605612547
chanapora,numbal,commercial,front side road,2028,106.48847094061553
chanapora,numbal,commercial,front side road,2029,115.00754861586476
chanapora,numbal,commercial,front side road,2030,124.20815250513394
chanapora,numbal,commercial,front side road,2031,134.1448047055447
chanapora,khah,residential,front side road,2021,51.03
chanapora,khah,residential,front side road,2022,54.60210000000001
chanapora,khah,residential,front side road,2023,58.424247
chanapora,khah,residential,front side road,2024,62.51394429000002
chanapora,khah,residential,front side road,2025,66.8899203903
chanapora,khah,residential,front side road,2026,71.57221481762102
chanapora,khah,residential,front side road,2027,76.5822698548545
chanapora,khah,residential,front side road,2028,81.94302874469432
chanapora,khah,residential,front side road,2029,87.67904075682293
chanapora,khah,residential,front side road,2030,93.81657360980054
chanapora,khah,residential,front side road,2031,100.38373376248659
chanapora,khah,commercial,front side road,2021,62.13499999999999
